listno,email_num,sent_id,text
067-11978590,7,7.1,Thanks Wendy for this really positive response.
067-11978590,7,7.2,"I do hope I have not gone overboard with enthusiasm, and realise that you may all have a few other matters arising."
067-11978590,7,7.3,"I can gassbag on for ever, but would you all (ok most or even some) like to see some commercial graphics/multimedia software designed to be used by Learning Difficulties clients for authoring."
067-11978590,7,7.4,"I have 2 packages in mind, together with a variety of printed documents, from a number of different sources."
067-11978590,7,7.5,"Also, why Bristol, London is a good bit more convenient for me, and a LD client?"
067-11978590,7,7.6,I might also be able to organise a visit to a LD day centre for interested parties.
067-11978590,7,7.7,jonathan chetwynd
067-11978590,7,7.8,jc@signbrowser.org.uk
067-11978590,7,7.9,special needs teacher
067-11978590,7,7.10,web accessibility consultant
068-16207900,1,1.1,I am not sure this will hold but
068-16207900,1,1.2,As a general rule....
068-16207900,1,1.3,I think we should try to design guidelines that do not forbid anything - but
068-16207900,1,1.4,rather tell people how to do things so that they will be accessible.
068-16207900,1,1.5,When the next version comes out next week - we should look through it to see
068-16207900,1,1.6,how it looks in this regard.
068-16207900,1,1.7,Gregg
068-16207900,1,1.8,-- ------------------------------
068-16207900,1,1.9,Gregg C Vanderheiden Ph.D.
068-16207900,1,1.10,Professor - Human Factors
068-16207900,1,1.11,Depts of Ind. and Biomed. Engr. - U of Wis.
068-16207900,1,1.12,Director - Trace R &amp;amp; D Center
068-16207900,1,1.13,"Gv@trace.wisc.edu, http://trace.wisc.edu/"
068-16207900,1,1.14,FAX 608/262-8848
068-16207900,1,1.15,For a list of our listserves send &quot;lists&quot; to listproc@trace.wisc.edu
068-16207900,2,2.1,"At 06:38 PM 3/24/2001 , Gregg Vanderheiden wrote:"
068-16207900,2,2.2,&amp;gt; I am not sure this will hold but
068-16207900,2,2.3,&amp;gt; As a general rule....
068-16207900,2,2.4,&amp;gt; I think we should try to design guidelines that do not forbid anything - but
068-16207900,2,2.5,&amp;gt; rather tell people how to do things so that they will be accessible.
068-16207900,2,2.6,"I agree with this approach. Consistent with this approach, I feel,"
068-16207900,2,2.7,"is a methodology of &quot;guiding&quot; which says &quot;well, you -can- do it, but"
068-16207900,2,2.8,"to do it right you have to do (x), (y), and (z), and that will still"
068-16207900,2,2.9,"mean you're losing out on (a), (b), and (c), but if you REALLY REALLY"
068-16207900,2,2.10,"WANT TO, hey, it's your choice.&quot;"
068-16207900,2,2.11,This isn't forbidding anything -- but it's making it clear that there
068-16207900,2,2.12,"are definite problems with certain approaches, and if someone chooses"
068-16207900,2,2.13,"to follow that path, they at least will be aware of the consequences"
068-16207900,2,2.14,of their actions.
068-16207900,2,2.15,--Kynn
068-16207900,2,2.16,Kynn Bartlett &amp;lt;kynn@reef.com&amp;gt;
068-16207900,2,2.17,Technical Developer Liaison
068-16207900,2,2.18,Reef North America
068-16207900,2,2.19,Tel +1 949-567-7006
068-16207900,2,2.20,________________________________________
068-16207900,2,2.21,ACCESSIBILITY IS DYNAMIC. TAKE CONTROL.
068-16207900,2,2.22,________________________________________
068-16207900,2,2.23,http://www.reef.com
068-16207900,3,3.1,I think even WCAG 1.0 can be regarded as consistent with this method of
068-16207900,3,3.2,"specifying guidelines, in that the word &quot;avoid&quot; was deliberately chosen to"
068-16207900,3,3.3,"imply the existence of alternative, more accessible, means of achieving"
068-16207900,3,3.4,"the same objective. WCAG 2.0 should, however, make this point clearer, to"
068-16207900,3,3.5,avoid (pun intended) giving the impression that there are prohibitions in
068-16207900,3,3.6,the guidelines that would limit the capacity of content creators to design
068-16207900,3,3.7,web sites that fulfill their respective purposes.
068-16207900,4,4.1,"Gregg,"
068-16207900,4,4.2,You make an excellent point!
068-16207900,4,4.3,"As soon as you &quot;forbid&quot; something, you find out that some disabled group"
068-16207900,4,4.4,at an opposite end of some spectrum &quot;needs&quot; what you've forbidden ... we
068-16207900,4,4.5,"need to explain the consequences, and let the author decide what is most"
068-16207900,4,4.6,appropriate for his/her site.
068-16207900,4,4.7,Anne
068-16207900,4,4.8,"At 08:38 PM 3/24/01 -0600, Gregg Vanderheiden wrote:"
068-16207900,4,4.9,&amp;gt; I am not sure this will hold but
068-16207900,4,4.10,&amp;gt; As a general rule....
068-16207900,4,4.11,&amp;gt; I think we should try to design guidelines that do not forbid anything - but
068-16207900,4,4.12,&amp;gt; rather tell people how to do things so that they will be accessible.
068-16207900,4,4.13,&amp;gt;
068-16207900,4,4.14,&amp;gt; When the next version comes out next week - we should look through it to see
068-16207900,4,4.15,&amp;gt; how it looks in this regard.
068-16207900,4,4.16,&amp;gt;
068-16207900,4,4.17,&amp;gt;
068-16207900,4,4.18,&amp;gt; Gregg
068-16207900,4,4.19,&amp;gt;
068-16207900,4,4.20,&amp;gt; -- ------------------------------
068-16207900,4,4.21,&amp;gt; Gregg C Vanderheiden Ph.D.
068-16207900,4,4.22,&amp;gt; Professor - Human Factors
068-16207900,4,4.23,&amp;gt; Depts of Ind. and Biomed. Engr. - U of Wis.
068-16207900,4,4.24,&amp;gt; Director - Trace R &amp;amp; D Center
068-16207900,4,4.25,"&amp;gt; Gv@trace.wisc.edu, http://trace.wisc.edu/"
068-16207900,4,4.26,&amp;gt; FAX 608/262-8848
068-16207900,4,4.27,&amp;gt; For a list of our listserves send &quot;lists&quot; to listproc@trace.wisc.edu
068-16207900,4,4.28,&amp;gt;
068-16207900,4,4.29,&amp;gt;
068-16207900,4,4.30,&amp;gt;
068-16207900,4,4.31,&amp;gt;
068-16207900,4,4.32,Anne Pemberton
068-16207900,4,4.33,apembert@erols.com
068-16207900,4,4.34,http://www.erols.com/stevepem
068-16207900,4,4.35,http://www.geocities.com/apembert45
068-16207900,5,5.1,"At 8:08 PM -0500 3/26/01, Anne Pemberton wrote:"
068-16207900,5,5.2,"&amp;gt; Gregg,"
068-16207900,5,5.3,&amp;gt;
068-16207900,5,5.4,&amp;gt; You make an excellent point!
068-16207900,5,5.5,&amp;gt;
068-16207900,5,5.6,"&amp;gt; As soon as you &quot;forbid&quot; something, you find out that some"
068-16207900,5,5.7,&amp;gt; disabled group
068-16207900,5,5.8,&amp;gt; at an opposite end of some spectrum &quot;needs&quot; what you've forbidden ... we
068-16207900,5,5.9,"&amp;gt; need to explain the consequences, and let the author decide what is most"
068-16207900,5,5.10,&amp;gt; appropriate for his/her site.
068-16207900,5,5.11,Excellent point -- the body of knowledge for disability access
068-16207900,5,5.12,"considerations, beyond those of blind people (which are generally"
068-16207900,5,5.13,"well-explored these days), is pretty skimpy. We're -still- in the"
068-16207900,5,5.14,"exploration/discovery process of &quot;what works&quot;, and as we see more"
068-16207900,5,5.15,solutions like Reef's -- which allow you to build an interface for
068-16207900,5,5.16,ONE audience without fearing interference with OTHER audiences'
068-16207900,5,5.17,interfaces -- we will encounter more and more solutions which will
068-16207900,5,5.18,&quot;work&quot; for some people and &quot;not work&quot; for others.
068-16207900,5,5.19,"Forbidding them outright will cause a lot of problems, in the same"
068-16207900,5,5.20,way that alternate interfaces stated &quot;as a last resort&quot; cause problems
068-16207900,5,5.21,"when usable, accessible design is your &quot;first resort&quot;!"
068-16207900,5,5.22,"Absolutes should be avoided, always."
068-16207900,5,5.23,--Kynn
068-16207900,5,5.24,--
068-16207900,5,5.25,Kynn Bartlett &amp;lt;kynn@idyllmtn.com&amp;gt;
068-16207900,5,5.26,http://www.kynn.com/
068-16207900,6,6.1,"At 08:32 PM 3/26/01 -0800, Kynn Bartlett wrote:"
068-16207900,6,6.2,"&amp;gt; Absolutes should be avoided, always."
068-16207900,6,6.3,Absolutely!
068-16207900,6,6.4,--
068-16207900,6,6.5,Love.
068-16207900,6,6.6,ACCESSIBILITY IS RIGHT - NOT PRIVILEGE
070-4154814,1,1.1,"I have noticed that when using a screen reading browser such as IBM homepage reader when words are joined together for example &quot;homepage&quot; the words &quot;home&quot; and &quot;page&quot; are not recognised, as a consequence the joined words become incomprehensible to the screenreading software."
070-4154814,1,1.2,I haven't found any references to this within the gudielines.
070-4154814,1,1.3,have i missed them?
070-4154814,2,2.1,14.1 Use the clearest and simplest language appropriate... [priority 1]
070-4154814,2,2.2,Of course at some point speech technology needs to learn how to deal with common but new terms in a language.
070-4154814,2,2.3,Homepage is one that I would expect to work - especially in a product whose name includes the term.
070-4154814,2,2.4,But Text to Speech is an inexact science - even people who are experts cannot agree to pronounce words the same way.
070-4154814,2,2.5,Just ask a well-trained and very literate American chemist what the eleme whose symbol is Al is called - they tell you about a thing called &quot;aluminum&quot;.
070-4154814,2,2.6,But they are in fact referring to what any Australian voice recogniser would expect to hear as al-(y)a-min-(i)-yum.
070-4154814,2,2.7,The problem is funnier (after people get over the inconvenience of learning about it) when a screen reader uses a finnish or swedish synthesiser but provides its cues and prompts in english...
070-4154814,2,2.8,cheers
070-4154814,2,2.9,Chaalls
070-4154814,2,2.10,"&gt; I have noticed that when using a screen reading browser such as IBM homepage reader when words are joined together for example &quot;homepage&quot; the words &quot;home&quot; and &quot;page&quot; are not recognised, as a consequence the joined words become incomprehensible to the screenreading software."
070-4154814,2,2.11,&gt; I haven't found any references to this within the gudielines.
070-4154814,2,2.12,&gt; have i missed them?
070-4154814,2,2.13,--
070-4154814,2,2.14,Charles McCathieNevile http://www.w3.org/People/Charles phone: +61 409 134 136
070-4154814,2,2.15,W3C Web Accessibility Initiative http://www.w3.org/WAI fax: +33 4 92 38 78 22
070-4154814,2,2.16,"Location: 21 Mitchell street FOOTSCRAY Vic 3011, Australia"
070-4154814,2,2.17,"(or W3C INRIA, Route des Lucioles, BP 93, 06902 Sophia Antipolis Cedex, France)"
070-4154814,3,3.1,"&gt; I have noticed that when using a screen reading browser such as IBM homepage reader when words are joined together for example &quot;homepage&quot; the words &quot;home&quot; and &quot;page&quot; are not recognised, as a consequence the joined words become incomprehensible to the screenreading software."
070-4154814,3,3.2,&gt; I haven't found any references to this within the gudielines.
070-4154814,3,3.3,&gt; have i missed them?
070-4154814,3,3.4,"No, it's not obvious at all."
070-4154814,3,3.5,"Yes, when in doubt, hypenate compounds if you have any doubt as to how long they have been in the language."
070-4154814,3,3.6,Some screen readers will successfully divide camelCase agglutinations.
070-4154814,3,3.7,"I don't know how widespread this is, though."
070-4154814,3,3.8,You would have to have the memory of an elephant to pull up the following flames.
070-4154814,3,3.9,"But they do touch on text-to-speech, along with lay persons, people operating in a second language, and others with reading difficulty as at risk on account of unusual words including neologisms:"
070-4154814,3,3.10,http://lists.w3.org/Archives/Public/w3c-wai-er-ig/2000Dec/0079.html
070-4154814,3,3.11,http://lists.w3.org/Archives/Public/w3c-wai-gl/2001JulSep/0542.html
070-4154814,3,3.12,The point is to have and apply a reasonably small word list and handle those things that fall outside this list as special.
070-4154814,3,3.13,My spell-checker in Eudora 4 bounces 'homepage' and suggests &quot;home page&quot; as a possible correction.
070-4154814,3,3.14,Need we say more?
070-4154814,3,3.15,It could be as simple as &lt;acronym title=&quot;home page&quot;&gt; homepage &lt;/acronym&gt; although purists will yell at me.
070-4154814,3,3.16,Al
070-4154814,3,3.17,Al
070-4154814,4,4.1,There is probably a good argument for raising the issue of proper names.
070-4154814,4,4.2,In my brief experience it seems that common dictionary words are read well enough.
070-4154814,4,4.3,However it seems that people and place names are not.
070-4154814,4,4.4,These are the very words that are of greatest interest.
070-4154814,4,4.5,"it would also be great to see a decent ua that offered alternative readings (as per spell checker example), a memorise function, and possibly the opportunity to share the choice with a public database."
070-4154814,4,4.6,Perhaps somone knows of this?
070-4154814,4,4.7,thanks
070-4154814,5,5.1,It would appear that this is readily available using Speech synthesis markup language and XSLT (or XSLT 2 perhaps)...
070-4154814,5,5.2,or someone can make smarter and smarter speech synthessisers.
070-4154814,5,5.3,"If Audio CSS allowed something equivalent to SSML's say-as propoerty, we would be closer perhaps."
070-4154814,5,5.4,Cheers
070-4154814,5,5.5,Chaals
070-4154814,5,5.6,&gt; There is probably a good argument for raising the issue of proper names.
070-4154814,5,5.7,&gt; In my brief experience it seems that common dictionary words are read well enough.
070-4154814,5,5.8,&gt; However it seems that people and place names are not.
070-4154814,5,5.9,&gt; These are the very words that are of greatest interest.
070-4154814,5,5.10,"&gt; it would also be great to see a decent ua that offered alternative readings (as per spell checker example), a memorise function, and possibly the opportunity to share the choice with a public database."
070-4154814,5,5.11,&gt; Perhaps somone knows of this?
070-4154814,5,5.12,&gt; thanks
070-4154814,5,5.13,--
070-4154814,5,5.14,Charles McCathieNevile http://www.w3.org/People/Charles phone: +61 409 134 136
070-4154814,5,5.15,W3C Web Accessibility Initiative http://www.w3.org/WAI fax: +33 4 92 38 78 22
070-4154814,5,5.16,"Location: 21 Mitchell street FOOTSCRAY Vic 3011, Australia"
070-4154814,5,5.17,"(or W3C INRIA, Route des Lucioles, BP 93, 06902 Sophia Antipolis Cedex, France)"
070-4154814,6,6.1,&gt; It would appear that this is readily available using Speech synthesis markup language and XSLT (or XSLT 2 perhaps)...
070-4154814,6,6.2,&gt; or someone can make smarter and smarter speech synthessisers.
070-4154814,6,6.3,"&gt; If Audio CSS allowed something equivalent to SSML's say-as propoerty, we would be closer perhaps."
070-4154814,6,6.4,"Sorry, you are missing the main brunt of Jonathan's remarks."
070-4154814,6,6.5,"Yes, SSML, modularized, provides the WCAG piece."
070-4154814,6,6.6,But who/how accesses the dictionary?
070-4154814,6,6.7,One of the creative things he raises is uploading your pronunciation repairs to the community.
070-4154814,6,6.8,What Annotea would like to do.
070-4154814,6,6.9,"But personal data is in LDAP today, not RDF."
070-4154814,6,6.10,So we need LDAP bindings for the SSML.
070-4154814,6,6.11,To make the web whole.
070-4154814,6,6.12,Al
070-4154814,6,6.13,&gt; Cheers
070-4154814,6,6.14,&gt; Chaals
070-4154814,6,6.15,&gt;&gt; There is probably a good argument for raising the issue of proper names.
070-4154814,6,6.16,&gt;&gt; In my brief experience it seems that common dictionary words are read well enough.
070-4154814,6,6.17,&gt;&gt; However it seems that people and place names are not.
070-4154814,6,6.18,&gt;&gt; These are the very words that are of greatest interest.
070-4154814,6,6.19,"&gt;&gt; it would also be great to see a decent ua that offered alternative readings (as per spell checker example), a memorise function, and possibly the opportunity to share the choice with a public database."
070-4154814,6,6.20,&gt;&gt; Perhaps somone knows of this?
070-4154814,6,6.21,&gt;&gt; thanks
070-4154814,6,6.22,&gt; --
070-4154814,6,6.23,&gt; Charles McCathieNevile http://www.w3.org/People/Charles phone: +61 409 134 136
070-4154814,6,6.24,&gt; W3C Web Accessibility Initiative http://www.w3.org/WAI fax: +33 4 92 38 78 22
070-4154814,6,6.25,"&gt; Location: 21 Mitchell street FOOTSCRAY Vic 3011, Australia"
070-4154814,6,6.26,"&gt; (or W3C INRIA, Route des Lucioles, BP 93, 06902 Sophia Antipolis Cedex, France)"
071-10334272,1,1.1,Quick question.
071-10334272,1,1.2,"In earlier versions of Acrobat, it was not possible to make PDF files accessible if the files were actually developed on a Macintosh."
071-10334272,1,1.3,"Is this still the case with the latest version of Acrobat for the Mac (version 6.0, I believe)?"
071-10334272,1,1.4,Thanks for any information.
071-10334272,1,1.5,Doyle
071-10334272,1,1.6,Doyle Burnett
071-10334272,1,1.7,Education and Training Specialist
071-10334272,1,1.8,Multiple Disabilities Program
071-10334272,1,1.9,Special Education Service Agency
071-10334272,1,1.10,dburnett@sesa.org
071-10334272,1,1.11,Www.sesa.org
071-10334272,1,1.12,--
071-10334272,2,2.1,"Doyle,"
071-10334272,2,2.2,The Make Accessible command is now available in Acrobat Pro 6.0 for the Mac as well as for Windows.
071-10334272,2,2.3,Loretta
071-10334272,2,2.4,> Quick question.
071-10334272,2,2.5,"> In earlier versions of Acrobat, it was not possible to make PDF files accessible if the files were actually developed on a Macintosh."
071-10334272,2,2.6,"> Is this still the case with the latest version of Acrobat for the Mac (version 6.0, I believe)?"
071-10334272,2,2.7,> Thanks for any information.
071-10334272,2,2.8,> Doyle
071-10334272,2,2.9,> Doyle Burnett
071-10334272,2,2.10,> Education and Training Specialist
071-10334272,2,2.11,> Multiple Disabilities Program
071-10334272,2,2.12,> Special Education Service Agency
071-10334272,2,2.13,> dburnett@sesa.org
071-10334272,2,2.14,> Www.sesa.org
071-10334272,2,2.15,> --
071-10334272,3,3.1,A clarification:
071-10334272,3,3.2,"it is available in both Acrobat 6.0 Professional and Acrobat 6.0 Standard, for the Mac and Windows."
071-10334272,3,3.3,"> Doyle,"
071-10334272,3,3.4,> The Make Accessible command is now available in Acrobat Pro 6.0 for the Mac as well as for Windows.
071-10334272,3,3.5,> Loretta
071-10334272,3,3.6,>> Quick question.
071-10334272,3,3.7,">> In earlier versions of Acrobat, it was not possible to make PDF files accessible if the files were actually developed on a Macintosh."
071-10334272,3,3.8,">> Is this still the case with the latest version of Acrobat for the Mac (version 6.0, I believe)?"
071-10334272,3,3.9,>> Thanks for any information.
071-10334272,3,3.10,>> Doyle
071-10334272,3,3.11,>> Doyle Burnett
071-10334272,3,3.12,>> Education and Training Specialist
071-10334272,3,3.13,>> Multiple Disabilities Program
071-10334272,3,3.14,>> Special Education Service Agency
071-10334272,3,3.15,>> dburnett@sesa.org
071-10334272,3,3.16,>> Www.sesa.org
071-10334272,3,3.17,>> --
071-10334272,4,4.1,"Hello Loretta/Doyle,"
071-10334272,4,4.2,I am just not sure what the Make Accessible feature really does.
071-10334272,4,4.3,I am a JAWS user and a PDF file is as usable or unusable as it was before I run the Make Accessible feature on it.
071-10334272,4,4.4,I'll be glad if you can enlighten me on this.
071-10334272,4,4.5,Sailesh
071-10334272,4,4.6,"> Doyle,"
071-10334272,4,4.7,> The Make Accessible command is now available in Acrobat Pro 6.0 for the Mac as well as for Windows.
071-10334272,4,4.8,> Loretta
071-10334272,4,4.9,>> Quick question.
071-10334272,4,4.10,">> In earlier versions of Acrobat, it was not possible to make PDF files accessible if the files were actually developed on a Macintosh."
071-10334272,4,4.11,">> Is this still the case with the latest version of Acrobat for the Mac (version 6.0, I believe)?"
071-10334272,4,4.12,>> Thanks for any information.
071-10334272,4,4.13,>> Doyle
071-10334272,4,4.14,>> Doyle Burnett
071-10334272,4,4.15,>> Education and Training Specialist
071-10334272,4,4.16,>> Multiple Disabilities Program
071-10334272,4,4.17,>> Special Education Service Agency
071-10334272,4,4.18,>> dburnett@sesa.org
071-10334272,4,4.19,>> Www.sesa.org
071-10334272,4,4.20,>> --
071-10334272,5,5.1,"Sailesh,"
071-10334272,5,5.2,Make Accessible is a command that attempts to analyze an untagged PDF file and infer logical structure from the marks on the page.
071-10334272,5,5.3,This would be used by an author who is trying to repair accessibility problems in an existing PDF file.
071-10334272,5,5.4,The best analogy is that it is doing OCR on the logical strucure.
071-10334272,5,5.5,"Like OCR technology, it is imperfect, and the results should be reviewed and corrected, if necessary, by the author."
071-10334272,5,5.6,"In Acrobat 5, this command was only available on Windows."
071-10334272,5,5.7,"In Acrobat 6, it is available for both Mac and Windows."
071-10334272,5,5.8,"When the Adobe Reader 6.0 is presenting an untagged PDF file to assistive technology, it automatically runs MakeAccessible internally to infer logical structure."
071-10334272,5,5.9,"This can make loading an untagged PDF considerably slower than loading a tagged PDF, but makes it possible, for example, to read tables even in an untagged PDF."
071-10334272,5,5.10,Loretta
074-0998972,1,1.1,I need to help assemble and populate a small computer lab to examine web usability issues.
074-0998972,1,1.2,This is a very large ballpark and I need to narrow the options we're going to explore.
074-0998972,1,1.3,I'm seeking your opinion about what tools we should test with.
074-0998972,1,1.4,We have to start someplace and picking a specific set of tools seems to be a reasonable place.
074-0998972,1,1.5,I gather that there's no such thing as a perfect list but I need to put one together anyway.
074-0998972,1,1.6,I'd like to hear about your opinions and preferences about tools if you care to share them.
074-0998972,1,1.7,I suspect a public forum is not the best place to share these sentiments.
074-0998972,1,1.8,Please respond privately so I don't get shot for starting another browser war.
074-0998972,1,1.9,"Regards,"
074-0998972,1,1.10,Joe Night
074-0998972,2,2.1,"I'd use Netscape 3.x and 4.x, a version of MS Internet Explorer (as you can't have two versions on the same machine to my knowledge), a text browser such as lynx., PwWebSpeak for the voice browser and maybe Opera if you have extra time and money."
074-0998972,2,2.2,Also to be considered is the use of a general screen reader such as Jaws For Windows.
074-0998972,2,2.3,Use of tools such as bobby and HTML validators is also essential.
074-0998972,2,2.4,It might be sensible to have disabled users actually do the testing.
074-0998972,2,2.5,See also:
074-0998972,2,2.6,http://www.eeicom.com/dcwebmasters/pwd/
074-0998972,2,2.7,http://www.geocities.com/SiliconValley/Grid/5447/access.html (not yet
074-0998972,2,2.8,refined)
074-0998972,2,2.9,-Jamie Fox
074-0998972,2,2.10,> I need to help assemble and populate a small computer lab to examine web usability issues.
074-0998972,2,2.11,> This is a very large ballpark and I need to narrow the options we're going to explore.
074-0998972,2,2.12,> I'm seeking your opinion about what tools we should test with.
074-0998972,2,2.13,> We have to start someplace and picking a specific set of tools seems to be a reasonable place.
074-0998972,2,2.14,> I gather that there's no such thing as a perfect list but I need to put one together anyway.
074-0998972,2,2.15,> I'd like to hear about your opinions and preferences about tools if you care to share them.
074-0998972,2,2.16,> I suspect a public forum is not the best place to share these sentiments.
074-0998972,2,2.17,> Please respond privately so I don't get shot for starting another browser war.
074-0998972,2,2.18,"> Regards,"
074-0998972,2,2.19,> Joe Night
074-0998972,3,3.1,"I'm replying publicly because this is an important issue which is facing a lot of people, not just you."
074-0998972,3,3.2,(You are just the 1% prepared to put their hand up and ask...)
074-0998972,3,3.3,"I would skip IE/Netscape, since designers worth 2c can tell you already how things work there by reading the code."
074-0998972,3,3.4,"The first thing I would do is validate the HTML and check with Bobby, but read the results and think about it rather than simply believing what you're told."
074-0998972,3,3.5,"For browsers I would look at Lynx, a screen reader (eg winvision, or jaws) and a proper audio browser like pwWebSpeak."
074-0998972,3,3.6,"If you can, use WebTV and a Macintosh version of things"
074-0998972,3,3.7,- this will generally show up the problems much faster.
074-0998972,3,3.8,The key is to learn where the problems arise so you can cut back the test/repair cycle.
074-0998972,3,3.9,It is a great efficiency if you can solve the problems by design rather than by repair.
074-0998972,3,3.10,Charles McCathieNevile
074-0998972,3,3.11,> I need to help assemble and populate a small computer lab to examine web usability issues.
074-0998972,3,3.12,This is a very large ballpark and I need to narrow the options we're going to explore.
074-0998972,4,4.1,"Ok, who has some good reference URLs for WebTV?"
074-0998972,5,5.1,"FYI, ""EEI Communications"" was off-line this morning and is now operational."
074-0998972,5,5.2,">> As a reference, please see www.eeicom.com/dcwebmasters/pwd and click on the link for PWD presentation."
074-0998972,5,5.3,">> I would show you exactly where to go, but having connectivity problems with the work server."
074-0998972,5,5.4,> They must be having a problem.
074-0998972,5,5.5,> I can't connect this morning but I'll try later.
074-0998972,5,5.6,> Thanks for the suggestion.
074-0998972,5,5.7,> Joe
074-0998972,6,6.1,"> For browsers I would look at Lynx, a screen reader (eg winvision, or jaws) and a proper audio browser like pwWebSpeak."
074-0998972,6,6.2,"> If you can, use WebTV [...]"
074-0998972,6,6.3,"By the way, if you weren't aware, there's an emulator for WebTV that runs on Windows 95/* and Macintosh that you can download from developer.webtv.net."
074-0998972,6,6.4,"I recommend it to my accessibility class students, since the more browsers you expose someone to, the quicker they realize that the web is designed to support ANY valid user agent, not just ""the big two""."
074-0998972,6,6.5,--Kynn
074-14150913,1,1.1,I recently discovered that ABC Radio National here in Australia (http://www.abc.net.au/rn/) offers transcripts of certain of its programmes via the web.
074-14150913,1,1.2,"I haven't checked the accessibility of the site, and, as I understand it, the transcripts appear several days after the programmes themselves have been broadcast."
074-14150913,1,1.3,Are other radio stations with a presence on the web adopting similar policies?
074-14150913,2,2.1,more interestingly check out http://www.cnn.com/TRANSCRIPTS
074-14150913,2,2.2,"As far as I can tell, it's not linked into their main page yet."
074-14150913,2,2.3,Note that the page is extremely table rich (a euphasism of sorts)
074-14150913,2,2.4,--but emacspeak/w3 should give you good access.
074-14150913,2,2.5,--
074-14150913,2,2.6,"Best Regards,"
074-14150913,2,2.7,--raman
074-14150913,2,2.8,Adobe Systems Tel: 1 408 536 3945 (W14-128)
074-14150913,2,2.9,Advanced Technology Group Fax: 1 408 537 4042
074-14150913,2,2.10,W14-128 345 Park Avenue Email: raman@adobe.com
074-14150913,2,2.11,"San Jose , CA 95110 -2704 Email: raman@cs.cornell.edu"
074-14150913,2,2.12,http://labrador.corp.adobe.com/~raman/ (Adobe Intranet)
074-14150913,2,2.13,http://cs.cornell.edu/home/raman/ (Cornell)
074-14150913,2,2.14,----------------------------------------------------------------------
074-14150913,2,2.15,Disclaimer: The opinions expressed are my own and in no way should be taken
074-14150913,2,2.16,"as representative of my employer, Adobe Systems Inc."
074-14150913,2,2.17,____________________________________________________________
074-14150913,3,3.1,&gt; I recently discovered that ABC Radio National here in Australia (http://www.abc.net.au/rn/) offers transcripts of certain of its programmes via the web.
074-14150913,3,3.2,"&gt; I haven't checked the accessibility of the site, and, as I understand it, the transcripts appear several days after the programmes themselves have been broadcast."
074-14150913,3,3.3,&gt; Are other radio stations with a presence on the web adopting similar policies?
074-14150913,3,3.4,Public Radio International &amp;lt;http://www.pri.org/&amp;gt; offers RealAudio transcripts of at least some of their shows.
074-14150913,3,3.5,Peter Fleck
074-14150913,3,3.6,PF Hyper
074-14150913,3,3.7,Internet-Web-Consulting-Training
074-14150913,3,3.8,"Minneapolis, MN USA 55406"
074-14150913,3,3.9,612-630-9136
074-14150913,3,3.10,=== pf@pfhyper.com | http://www.pfhyper.com ===
074-14150913,4,4.1,"The central point here is that providing transcripts of audio content is a requirement under the guidelines, so that if an audio stream is provided, transcripts must also be made available."
074-14150913,5,5.1,"All,"
074-14150913,5,5.2,where is the best place to find our specifics about the issues involved with web pages and color blindness?
074-14150913,5,5.3,Does anyone know?
074-14150913,5,5.4,"Sincerely,"
074-14150913,5,5.5,Mike Burks
074-14150913,5,5.6,Chairman Internet Society SIG for Access to the Internet for people with Disabilities
074-14150913,5,5.7,www.isoc.org/access/
074-14150913,5,5.8,Member Advisory Board International Center for Disability Resources on the Internet
074-14150913,5,5.9,www.icdri.org
074-14150913,6,6.1,&gt; where is the best place to find our specifics about the issues involved with web pages and color blindness?
074-14150913,6,6.2,"We have three links listed on the AWARE Center site, on the &quot;tips&quot; page:"
074-14150913,6,6.3,http://aware.hwg.org/tips/
074-14150913,6,6.4,But I would love to have more.
074-14150913,6,6.5,Diane Wilson's site (linked from the page above) is a nice start:
074-14150913,6,6.6,http://www.lava.net/~dewilson/web/color.html
074-14150913,6,6.7,--
074-14150913,6,6.8,Kynn Bartlett mailto:kynn@hwg.org
074-14150913,6,6.9,"President, HTML Writers Guild http://www.hwg.org/"
074-14150913,6,6.10,AWARE Center Director http://aware.hwg.org/
074-14150913,7,7.1,"All,"
074-14150913,7,7.2,I want to thank everyone for their quick response to my question....
074-14150913,7,7.3,It is greatly appreciated and is going to help out quite a bit.
074-14150913,7,7.4,Thank you again for you help.
074-14150913,7,7.5,"Sincerely,"
074-14150913,7,7.6,Mike Burks
074-14150913,7,7.7,Chairman Internet Society SIG for Access to the Internet for people with Disabilities
074-14150913,7,7.8,www.isoc.org/access/
074-14150913,7,7.9,Member Advisory Board International Center for Disability Resources on the Internet
074-14150913,7,7.10,www.icdri.org
074-14150913,8,8.1,text/html attachment: stored
074-2313297,1,1.1,I've heard that if you create a page with alt tags and bring it into word to edit it and then export it back to html that the alts are stripped?
074-2313297,1,1.2,can anyone confirm or deny this?
074-2313297,1,1.3,Thanks!
074-2313297,1,1.4,--
074-2313297,1,1.5,Hands-On Technolog(eye)s
074-2313297,1,1.6,Touching The Internet
074-2313297,1,1.7,ftp://ftp.clark.net/pub/poehlman
074-2313297,1,1.8,http://poehlman.clark.net
074-2313297,1,1.9,email: poehlman@clark.net
074-2313297,1,1.10,voice 301-949-7599
074-2313297,1,1.11,Dynamic Solutions Inc.
074-2313297,1,1.12,Best of Service for your small business network needs
074-2313297,1,1.13,http://www.dnsolutions.com
